vehicle_plate_num,vehicle_plate_type,vehicle_type,arrival_time,duration_hours,departure_time,day_of_week,hour_of_day,arrival_hour,arrival_minute,arrival_day_of_week,stay_duration_minutes,priority_level,bay_assigned,slot_assigned,allocation_score
ABC7287,0,2,2023-05-05 06:13:00,1,2023-05-05 07:13:00,4,6,6,13,4,60,0,2,3,116.21135359879541
ABC9815,1,0,2023-05-07 17:24:00,3,2023-05-07 20:24:00,6,17,17,24,6,180,1,1,5,219.8170074589186
ABC3049,2,0,2023-05-01 13:06:00,4,2023-05-01 17:06:00,0,13,13,6,0,240,2,3,7,128.0187057971276
ABC6423,1,1,2023-05-05 18:25:00,3,2023-05-05 21:25:00,4,18,18,25,4,180,0,3,4,126.31401776125746
ABC5548,0,0,2023-05-02 15:45:00,3,2023-05-02 18:45:00,1,15,15,45,1,180,0,3,8,79.49974052980734
ABC4108,2,2,2023-05-02 16:52:00,3,2023-05-02 19:52:00,1,16,16,52,1,180,2,4,6,147.385438073233
ABC8158,1,0,2023-05-06 12:40:00,3,2023-05-06 15:40:00,5,12,12,40,5,180,1,1,6,160.98946690052014
ABC8400,1,1,2023-05-03 16:21:00,4,2023-05-03 20:21:00,2,16,16,21,2,240,0,4,6,98.62945971657392
ABC4170,1,2,2023-05-02 16:15:00,2,2023-05-02 18:15:00,1,16,16,15,1,120,1,4,4,138.68729381003237
ABC3255,0,2,2023-05-06 07:02:00,3,2023-05-06 10:02:00,5,7,7,2,5,180,0,2,3,131.3796287279632
ABC2154,2,1,2023-05-04 19:31:00,2,2023-05-04 21:31:00,3,19,19,31,3,120,1,3,10,112.72283941335466
ABC5499,0,0,2023-05-07 16:04:00,2,2023-05-07 18:04:00,6,16,16,4,6,120,0,4,6,92.96603435111442
ABC7295,0,1,2023-05-05 08:20:00,2,2023-05-05 10:20:00,4,8,8,20,4,120,0,3,6,126.95593735761057
ABC7197,0,0,2023-05-04 21:23:00,4,2023-05-05 01:23:00,3,21,21,23,3,240,0,1,2,126.4945719182749
ABC2648,2,0,2023-05-01 07:01:00,2,2023-05-01 09:01:00,0,7,7,1,0,120,2,1,10,166.41745426046162
ABC6539,0,2,2023-05-07 18:16:00,1,2023-05-07 19:16:00,6,18,18,16,6,60,0,3,9,75.08511758224662
ABC5199,0,1,2023-05-04 10:28:00,6,2023-05-04 16:28:00,3,10,10,28,3,360,0,3,4,103.11248400759669
ABC9445,0,2,2023-05-05 08:30:00,4,2023-05-05 12:30:00,4,8,8,30,4,240,0,1,4,147.26411763580276
ABC3557,0,1,2023-05-04 17:27:00,6,2023-05-04 23:27:00,3,17,17,27,3,360,0,1,10,112.92233803670494
ABC6592,1,1,2023-05-07 09:59:00,2,2023-05-07 11:59:00,6,9,9,59,6,120,0,4,8,85.29242402081455
ABC1098,0,2,2023-05-04 08:33:00,3,2023-05-04 11:33:00,3,8,8,33,3,180,0,1,3,172.98354669972738
ABC3200,1,1,2023-05-05 07:55:00,3,2023-05-05 10:55:00,4,7,7,55,4,180,0,4,10,90.20357098527755
ABC3961,0,1,2023-05-07 17:53:00,1,2023-05-07 18:53:00,6,17,17,53,6,60,0,1,7,143.28612487323815
ABC5973,2,0,2023-05-04 09:25:00,2,2023-05-04 11:25:00,3,9,9,25,3,120,2,4,7,150.21913163524465
ABC5433,1,1,2023-05-03 09:33:00,3,2023-05-03 12:33:00,2,9,9,33,2,180,0,2,2,170.3188863464054
ABC3869,1,1,2023-05-04 08:00:00,2,2023-05-04 10:00:00,3,8,8,0,3,120,0,2,3,156.00184595048523
ABC1956,1,2,2023-05-06 15:17:00,2,2023-05-06 17:17:00,5,15,15,17,5,120,1,4,4,135.2848033909404
ABC9352,1,2,2023-05-01 07:42:00,3,2023-05-01 10:42:00,0,7,7,42,0,180,1,3,2,189.31328825062505
ABC6699,2,1,2023-05-05 17:17:00,3,2023-05-05 20:17:00,4,17,17,17,4,180,1,2,9,156.4947867792416
ABC7944,0,0,2023-05-07 17:10:00,2,2023-05-07 19:10:00,6,17,17,10,6,120,0,1,10,114.71158588826776
ABC5493,1,0,2023-05-06 16:30:00,2,2023-05-06 18:30:00,5,16,16,30,5,120,1,3,6,132.07169221313896
ABC5911,2,2,2023-05-03 07:30:00,4,2023-05-03 11:30:00,2,7,7,30,2,240,2,1,1,245.7314508284092
ABC4987,1,1,2023-05-01 10:36:00,1,2023-05-01 11:36:00,0,10,10,36,0,60,0,2,1,158.5829804774254
ABC7015,0,1,2023-05-03 08:02:00,3,2023-05-03 11:02:00,2,8,8,2,2,180,0,1,8,135.52349462829838
ABC2218,1,0,2023-05-06 16:31:00,2,2023-05-06 18:31:00,5,16,16,31,5,120,1,4,6,127.09448014192905
ABC5496,2,0,2023-05-05 09:02:00,5,2023-05-05 14:02:00,4,9,9,2,4,300,2,3,10,138.88336989980363
ABC5735,0,0,2023-05-06 19:02:00,1,2023-05-06 20:02:00,5,19,19,2,5,60,0,2,7,106.41189159316939
ABC5555,2,2,2023-05-01 08:17:00,2,2023-05-01 10:17:00,0,8,8,17,0,120,2,3,6,199.88457038613979
ABC9050,0,1,2023-05-03 15:51:00,3,2023-05-03 18:51:00,2,15,15,51,2,180,0,4,2,105.49093575224445
ABC4446,0,2,2023-05-01 18:32:00,3,2023-05-01 21:32:00,0,18,18,32,0,180,0,2,3,158.73617432264413
ABC2045,0,1,2023-05-04 17:21:00,2,2023-05-04 19:21:00,3,17,17,21,3,120,0,1,8,156.3928136943087
ABC7893,1,2,2023-05-05 09:50:00,2,2023-05-05 11:50:00,4,9,9,50,4,120,1,3,4,187.08214207092706
ABC2693,2,1,2023-05-01 17:55:00,2,2023-05-01 19:55:00,0,17,17,55,0,120,1,2,8,166.87251146177127
ABC4436,2,0,2023-05-06 11:17:00,8,2023-05-06 19:17:00,5,11,11,17,5,480,2,2,3,166.73992127598862
ABC9754,2,0,2023-05-05 08:08:00,3,2023-05-05 11:08:00,4,8,8,8,4,180,2,4,2,225.43078572944796
ABC6895,0,0,2023-05-03 09:23:00,3,2023-05-03 12:23:00,2,9,9,23,2,180,0,2,7,121.07917122881727
ABC4354,1,2,2023-05-06 09:53:00,2,2023-05-06 11:53:00,5,9,9,53,5,120,1,2,1,266.7169124724023
ABC1225,0,0,2023-05-02 07:49:00,2,2023-05-02 09:49:00,1,7,7,49,1,120,0,4,3,115.65992474198089
ABC5893,2,1,2023-05-02 17:18:00,2,2023-05-02 19:18:00,1,17,17,18,1,120,1,1,2,265.6862744825501
ABC8022,1,2,2023-05-01 17:44:00,2,2023-05-01 19:44:00,0,17,17,44,0,120,1,1,5,225.78809138239737
ABC6600,1,1,2023-05-01 08:52:00,6,2023-05-01 14:52:00,0,8,8,52,0,360,0,2,2,130.13401082762985
ABC8996,1,2,2023-05-02 07:52:00,1,2023-05-02 08:52:00,1,7,7,52,1,60,1,1,10,132.728402932835
ABC8683,2,1,2023-05-03 10:35:00,6,2023-05-03 16:35:00,2,10,10,35,2,360,1,4,5,115.93974105591911
ABC5642,1,1,2023-05-02 10:17:00,2,2023-05-02 12:17:00,1,10,10,17,1,120,0,1,3,147.1044315158918
ABC8679,1,2,2023-05-04 18:50:00,4,2023-05-04 22:50:00,3,18,18,50,3,240,1,2,9,144.03029246052847
ABC9208,0,2,2023-05-07 09:00:00,1,2023-05-07 10:00:00,6,9,9,0,6,60,0,4,10,66.77334983914956
ABC8339,0,0,2023-05-03 10:53:00,2,2023-05-03 12:53:00,2,10,10,53,2,120,0,1,9,116.16903690556633
ABC3205,1,0,2023-05-07 19:06:00,2,2023-05-07 21:06:00,6,19,19,6,6,120,1,3,8,102.22516122720215
ABC2069,1,1,2023-05-06 18:09:00,4,2023-05-06 22:09:00,5,18,18,9,5,240,0,3,5,133.35909773137928
ABC4444,0,1,2023-05-03 18:53:00,4,2023-05-03 22:53:00,2,18,18,53,2,240,0,4,10,77.00988334233327
ABC2060,0,1,2023-05-03 16:38:00,3,2023-05-03 19:38:00,2,16,16,38,2,180,0,1,7,130.57666926607604
ABC3327,0,2,2023-05-02 19:42:00,2,2023-05-02 21:42:00,1,19,19,42,1,120,0,2,2,148.0932630140989
ABC4420,2,2,2023-05-05 17:33:00,1,2023-05-05 18:33:00,4,17,17,33,4,60,2,3,3,250.02887862970022
ABC1301,2,0,2023-05-06 17:32:00,2,2023-05-06 19:32:00,5,17,17,32,5,120,2,1,2,346.2795562505581
ABC1606,0,1,2023-05-03 16:27:00,3,2023-05-03 19:27:00,2,16,16,27,2,180,0,1,10,123.3649176839164
ABC4170,1,0,2023-05-02 07:02:00,3,2023-05-02 10:02:00,1,7,7,2,1,180,1,2,1,200.48567011256347
ABC1699,0,2,2023-05-01 15:11:00,2,2023-05-01 17:11:00,0,15,15,11,0,120,0,2,3,121.28648023203225
ABC6088,2,2,2023-05-02 10:00:00,3,2023-05-02 13:00:00,1,10,10,0,1,180,2,1,4,221.71546961577843
ABC1190,1,2,2023-05-03 15:48:00,3,2023-05-03 18:48:00,2,15,15,48,2,180,1,2,9,115.25159693463999
ABC1980,2,0,2023-05-01 11:48:00,2,2023-05-01 13:48:00,0,11,11,48,0,120,2,4,2,164.31511520115592
ABC3975,1,2,2023-05-05 20:38:00,3,2023-05-05 23:38:00,4,20,20,38,4,180,1,3,9,92.45375715487543
ABC7102,2,1,2023-05-06 08:01:00,1,2023-05-06 09:01:00,5,8,8,1,5,60,1,3,1,240.76512351381214
ABC2184,1,0,2023-05-07 11:49:00,4,2023-05-07 15:49:00,6,11,11,49,6,240,1,1,9,115.37647669987344
ABC4327,1,2,2023-05-02 10:13:00,1,2023-05-02 11:13:00,1,10,10,13,1,60,1,1,6,203.73842422255993
ABC4394,1,0,2023-05-04 09:12:00,4,2023-05-04 13:12:00,3,9,9,12,3,240,1,2,8,141.0794720527118
ABC9319,1,0,2023-05-06 14:37:00,3,2023-05-06 17:37:00,5,14,14,37,5,180,1,3,3,124.030488434606
ABC2816,2,2,2023-05-06 10:55:00,2,2023-05-06 12:55:00,5,10,10,55,5,120,2,2,8,162.21927933979327
ABC6854,2,2,2023-05-01 18:43:00,2,2023-05-01 20:43:00,0,18,18,43,0,120,2,1,9,218.56787143072205
ABC7709,1,0,2023-05-03 09:07:00,1,2023-05-03 10:07:00,2,9,9,7,2,60,1,1,7,206.6161643676329
ABC1569,1,0,2023-05-07 17:52:00,2,2023-05-07 19:52:00,6,17,17,52,6,120,1,1,4,237.45502307566986
ABC6442,2,2,2023-05-02 09:28:00,2,2023-05-02 11:28:00,1,9,9,28,1,120,2,1,6,261.72937319801076
ABC2895,1,1,2023-05-07 09:40:00,4,2023-05-07 13:40:00,6,9,9,40,6,240,0,1,6,142.4888381660416
ABC3733,1,0,2023-05-07 14:57:00,2,2023-05-07 16:57:00,6,14,14,57,6,120,1,1,2,177.85452877561707
ABC4863,1,0,2023-05-06 06:12:00,2,2023-05-06 08:12:00,5,6,6,12,5,120,1,4,2,142.04469753613986
ABC8455,0,1,2023-05-04 13:36:00,3,2023-05-04 16:36:00,3,13,13,36,3,180,0,4,5,102.56760613852865
ABC5014,1,2,2023-05-07 09:07:00,2,2023-05-07 11:07:00,6,9,9,7,6,120,1,2,1,248.14156496956875
ABC2686,0,2,2023-05-01 09:39:00,2,2023-05-01 11:39:00,0,9,9,39,0,120,0,4,5,108.39204758251202
ABC4009,1,1,2023-05-01 10:31:00,6,2023-05-01 16:31:00,0,10,10,31,0,360,0,2,10,89.25959191099021
ABC8806,2,2,2023-05-03 08:57:00,2,2023-05-03 10:57:00,2,8,8,57,2,120,2,2,3,295.6381708070116
ABC1154,0,2,2023-05-03 18:45:00,1,2023-05-03 19:45:00,2,18,18,45,2,60,0,4,3,134.20976259917822
ABC2409,0,0,2023-05-02 16:56:00,2,2023-05-02 18:56:00,1,16,16,56,1,120,0,3,8,83.8339460067208
ABC1784,1,0,2023-05-06 09:00:00,2,2023-05-06 11:00:00,5,9,9,0,5,120,1,2,3,225.4481531494061
ABC9096,1,0,2023-05-06 09:07:00,3,2023-05-06 12:07:00,5,9,9,7,5,180,1,1,3,244.89603401682444
ABC8560,0,1,2023-05-04 10:40:00,2,2023-05-04 12:40:00,3,10,10,40,3,120,0,2,1,164.2722069629149
ABC8343,2,2,2023-05-04 08:53:00,4,2023-05-04 12:53:00,3,8,8,53,3,240,2,2,8,191.9722589123266
ABC8206,2,2,2023-05-01 18:45:00,1,2023-05-01 19:45:00,0,18,18,45,0,60,2,3,10,137.9109053926664
ABC6596,1,0,2023-05-06 19:09:00,3,2023-05-06 22:09:00,5,19,19,9,5,180,1,1,10,126.71239653600956
ABC6801,2,0,2023-05-07 18:40:00,1,2023-05-07 19:40:00,6,18,18,40,6,60,2,3,6,195.41727847978854
ABC3806,2,1,2023-05-04 13:05:00,6,2023-05-04 19:05:00,3,13,13,5,3,360,1,3,8,93.86875478752802
ABC1537,1,2,2023-05-01 07:56:00,3,2023-05-01 10:56:00,0,7,7,56,0,180,1,3,3,169.5525546006947
ABC6986,2,1,2023-05-03 12:20:00,2,2023-05-03 14:20:00,2,12,12,20,2,120,1,2,6,134.24447790236016
ABC2841,1,2,2023-05-05 09:29:00,4,2023-05-05 13:29:00,4,9,9,29,4,240,1,1,2,236.34371701404046
ABC9716,0,1,2023-05-06 08:24:00,3,2023-05-06 11:24:00,5,8,8,24,5,180,0,1,3,167.14608214236998
ABC7971,1,0,2023-05-04 20:09:00,3,2023-05-04 23:09:00,3,20,20,9,3,180,1,3,4,152.23294877887187
ABC6625,0,1,2023-05-03 17:00:00,4,2023-05-03 21:00:00,2,17,17,0,2,240,0,4,9,77.77900448792295
ABC3950,0,1,2023-05-01 09:07:00,4,2023-05-01 13:07:00,0,9,9,7,0,240,0,1,4,169.21637446331005
ABC8992,2,0,2023-05-06 15:08:00,5,2023-05-06 20:08:00,5,15,15,8,5,300,2,1,7,179.80295508068588
ABC5780,2,2,2023-05-05 20:42:00,3,2023-05-05 23:42:00,4,20,20,42,4,180,2,3,8,113.98327380010537
ABC3368,2,2,2023-05-06 10:08:00,4,2023-05-06 14:08:00,5,10,10,8,5,240,2,2,5,201.58978371524267
ABC7655,1,0,2023-05-03 21:50:00,1,2023-05-03 22:50:00,2,21,21,50,2,60,1,3,2,161.19354230600464
ABC9173,2,1,2023-05-02 09:51:00,3,2023-05-02 12:51:00,1,9,9,51,1,180,1,4,8,123.11926463579834
ABC5495,0,1,2023-05-06 17:03:00,4,2023-05-06 21:03:00,5,17,17,3,5,240,0,4,5,102.07682046090169
ABC7002,2,1,2023-05-02 19:53:00,4,2023-05-02 23:53:00,1,19,19,53,1,240,1,3,5,142.14282130044577
ABC7614,2,2,2023-05-06 09:52:00,2,2023-05-06 11:52:00,5,9,9,52,5,120,2,4,7,155.34391979110092
ABC6919,1,1,2023-05-02 18:16:00,1,2023-05-02 19:16:00,1,18,18,16,1,60,0,2,6,138.02955634551284
ABC1853,1,2,2023-05-03 10:04:00,3,2023-05-03 13:04:00,2,10,10,4,2,180,1,2,3,180.22355495036507
ABC5146,0,1,2023-05-03 08:37:00,6,2023-05-03 14:37:00,2,8,8,37,2,360,0,2,7,116.09305296617818
ABC4769,1,0,2023-05-07 16:19:00,2,2023-05-07 18:19:00,6,16,16,19,6,120,1,4,1,179.7381032071229
ABC1574,2,0,2023-05-01 09:07:00,2,2023-05-01 11:07:00,0,9,9,7,0,120,2,2,4,286.6797414262935
ABC2148,1,2,2023-05-06 11:45:00,1,2023-05-06 12:45:00,5,11,11,45,5,60,1,3,4,160.64402179810708
ABC7293,0,2,2023-05-06 17:02:00,1,2023-05-06 18:02:00,5,17,17,2,5,60,0,2,6,159.25625674904614
ABC7457,2,0,2023-05-07 10:17:00,3,2023-05-07 13:17:00,6,10,10,17,6,180,2,4,6,96.33852495930324
ABC8509,0,0,2023-05-01 10:01:00,5,2023-05-01 15:01:00,0,10,10,1,0,300,0,1,10,102.626868549045
ABC5777,1,1,2023-05-06 16:29:00,1,2023-05-06 17:29:00,5,16,16,29,5,60,0,4,8,85.13958997896245
ABC4854,1,0,2023-05-03 18:28:00,3,2023-05-03 21:28:00,2,18,18,28,2,180,1,3,1,223.3820316946083
ABC3491,0,2,2023-05-07 10:43:00,2,2023-05-07 12:43:00,6,10,10,43,6,120,0,3,7,88.39153045859666
ABC4124,2,0,2023-05-01 18:55:00,2,2023-05-01 20:55:00,0,18,18,55,0,120,2,4,4,205.75276566774545
ABC6691,1,2,2023-05-07 08:30:00,2,2023-05-07 10:30:00,6,8,8,30,6,120,1,2,6,165.27165059394642
ABC4051,1,2,2023-05-05 10:22:00,3,2023-05-05 13:22:00,4,10,10,22,4,180,1,2,10,126.4244098369265
ABC1004,2,1,2023-05-03 20:58:00,4,2023-05-04 00:58:00,2,20,20,58,2,240,1,1,9,108.51628376086964
ABC6222,1,1,2023-05-02 21:58:00,3,2023-05-03 00:58:00,1,21,21,58,1,180,0,2,3,135.74881915864236
ABC6315,0,1,2023-05-04 16:54:00,4,2023-05-04 20:54:00,3,16,16,54,3,240,0,3,8,103.74795934997458
ABC5869,1,1,2023-05-03 11:56:00,3,2023-05-03 14:56:00,2,11,11,56,2,180,0,2,3,120.16245537208702
ABC1876,1,0,2023-05-02 20:51:00,2,2023-05-02 22:51:00,1,20,20,51,1,120,1,4,6,112.1336513732889
ABC8027,2,1,2023-05-02 21:09:00,2,2023-05-02 23:09:00,1,21,21,9,1,120,1,4,2,140.7180248155313
ABC5142,0,0,2023-05-01 18:40:00,2,2023-05-01 20:40:00,0,18,18,40,0,120,0,1,9,117.71324862397702
ABC7966,2,1,2023-05-04 20:08:00,1,2023-05-04 21:08:00,3,20,20,8,3,60,1,3,2,167.75238417594707
ABC8079,1,1,2023-05-04 18:40:00,2,2023-05-04 20:40:00,3,18,18,40,3,120,0,4,5,127.87256489933097
ABC8987,1,2,2023-05-05 16:20:00,2,2023-05-05 18:20:00,4,16,16,20,4,120,1,3,6,135.87530275849466
ABC7799,2,0,2023-05-05 09:47:00,3,2023-05-05 12:47:00,4,9,9,47,4,180,2,2,4,261.1366064008541
ABC5465,2,2,2023-05-01 19:51:00,1,2023-05-01 20:51:00,0,19,19,51,0,60,2,1,7,206.82966040164246
ABC1635,2,1,2023-05-03 10:15:00,2,2023-05-03 12:15:00,2,10,10,15,2,120,1,1,7,177.981248369733
ABC2693,0,0,2023-05-07 16:14:00,3,2023-05-07 19:14:00,6,16,16,14,6,180,0,2,7,113.10169608368133
ABC5752,1,1,2023-05-06 17:00:00,3,2023-05-06 20:00:00,5,17,17,0,5,180,0,4,7,97.10081094193085
ABC9311,2,2,2023-05-01 18:00:00,2,2023-05-01 20:00:00,0,18,18,0,0,120,2,3,10,137.19178467040285
ABC1830,1,0,2023-05-02 06:24:00,4,2023-05-02 10:24:00,1,6,6,24,1,240,1,3,10,102.79175337333051
ABC6177,0,2,2023-05-02 12:11:00,1,2023-05-02 13:11:00,1,12,12,11,1,60,0,3,9,89.7651666708622
ABC9932,0,1,2023-05-07 10:13:00,2,2023-05-07 12:13:00,6,10,10,13,6,120,0,4,2,111.777450704017
ABC9308,0,1,2023-05-02 09:00:00,2,2023-05-02 11:00:00,1,9,9,0,1,120,0,2,5,141.81852244931028
ABC6949,0,1,2023-05-03 16:18:00,2,2023-05-03 18:18:00,2,16,16,18,2,120,0,3,10,82.28048318771468
ABC3838,1,0,2023-05-03 10:04:00,8,2023-05-03 18:04:00,2,10,10,4,2,480,1,4,9,83.76179765741388
ABC2150,0,2,2023-05-04 20:11:00,1,2023-05-04 21:11:00,3,20,20,11,3,60,0,3,2,113.13327984805557
ABC8560,0,2,2023-05-04 16:50:00,2,2023-05-04 18:50:00,3,16,16,50,3,120,0,4,3,119.4931379745369
ABC2931,2,1,2023-05-03 06:48:00,4,2023-05-03 10:48:00,2,6,6,48,2,240,1,2,7,133.8914591881654
ABC2664,0,2,2023-05-02 09:04:00,1,2023-05-02 10:04:00,1,9,9,4,1,60,0,3,9,96.74761908200263
ABC2081,2,0,2023-05-01 21:58:00,2,2023-05-01 23:58:00,0,21,21,58,0,120,2,2,3,223.70959168340642
ABC1512,0,1,2023-05-06 10:59:00,4,2023-05-06 14:59:00,5,10,10,59,5,240,0,1,10,96.57373548828183
ABC8805,0,1,2023-05-01 18:23:00,6,2023-05-02 00:23:00,0,18,18,23,0,360,0,4,8,85.76500452147988
ABC6237,2,1,2023-05-07 17:24:00,3,2023-05-07 20:24:00,6,17,17,24,6,180,1,1,8,159.0519574733644
ABC1559,0,0,2023-05-07 09:39:00,2,2023-05-07 11:39:00,6,9,9,39,6,120,0,2,4,154.0823177052779
ABC4672,1,1,2023-05-02 10:57:00,4,2023-05-02 14:57:00,1,10,10,57,1,240,0,2,6,114.51159131231155
ABC8404,1,1,2023-05-04 06:30:00,2,2023-05-04 08:30:00,3,6,6,30,3,120,0,2,8,95.22149667872539
ABC4343,0,1,2023-05-01 10:36:00,2,2023-05-01 12:36:00,0,10,10,36,0,120,0,3,9,82.22907965170872
ABC5070,1,1,2023-05-07 18:14:00,2,2023-05-07 20:14:00,6,18,18,14,6,120,0,3,2,152.07714904842177
ABC1580,2,2,2023-05-06 09:58:00,1,2023-05-06 10:58:00,5,9,9,58,5,60,2,2,1,332.3364185990512
ABC8004,0,1,2023-05-04 09:49:00,1,2023-05-04 10:49:00,3,9,9,49,3,60,0,2,5,134.3170397395149
ABC9130,0,0,2023-05-06 10:58:00,2,2023-05-06 12:58:00,5,10,10,58,5,120,0,3,10,64.39660207811889
ABC4147,2,1,2023-05-07 11:06:00,4,2023-05-07 15:06:00,6,11,11,6,6,240,1,3,3,135.08477922666063
ABC5249,2,1,2023-05-06 08:35:00,3,2023-05-06 11:35:00,5,8,8,35,5,180,1,4,6,131.4668289079209
ABC2679,2,2,2023-05-04 14:29:00,1,2023-05-04 15:29:00,3,14,14,29,3,60,2,2,1,226.17368915964178
ABC4506,0,1,2023-05-03 08:18:00,3,2023-05-03 11:18:00,2,8,8,18,2,180,0,3,4,137.25755980551745
ABC8253,2,2,2023-05-06 09:53:00,3,2023-05-06 12:53:00,5,9,9,53,5,180,2,3,6,197.9520855312739
ABC3744,2,0,2023-05-07 12:21:00,1,2023-05-07 13:21:00,6,12,12,21,6,60,2,1,2,255.28805837281962
ABC6188,1,2,2023-05-02 17:02:00,1,2023-05-02 18:02:00,1,17,17,2,1,60,1,2,8,179.6699649620399
ABC3141,1,1,2023-05-06 10:04:00,3,2023-05-06 13:04:00,5,10,10,4,5,180,0,2,4,118.65614847603965
ABC7617,0,0,2023-05-02 09:33:00,1,2023-05-02 10:33:00,1,9,9,33,1,60,0,3,2,154.41169420892288
ABC3479,1,1,2023-05-02 10:24:00,6,2023-05-02 16:24:00,1,10,10,24,1,360,0,1,1,138.42825229778836
ABC7484,1,2,2023-05-04 19:59:00,2,2023-05-04 21:59:00,3,19,19,59,3,120,1,4,8,109.61009820357329
ABC8421,2,0,2023-05-07 16:38:00,2,2023-05-07 18:38:00,6,16,16,38,6,120,2,2,10,136.0732154668501
ABC5452,2,0,2023-05-04 09:15:00,4,2023-05-04 13:15:00,3,9,9,15,3,240,2,4,1,233.07054736244754
ABC6881,1,2,2023-05-07 10:44:00,1,2023-05-07 11:44:00,6,10,10,44,6,60,1,2,7,139.35029383070668
ABC7665,1,2,2023-05-06 13:50:00,1,2023-05-06 14:50:00,5,13,13,50,5,60,1,3,7,112.56352569760512
ABC3849,1,0,2023-05-06 09:38:00,2,2023-05-06 11:38:00,5,9,9,38,5,120,1,4,6,127.65629592996325
ABC8390,0,0,2023-05-03 07:20:00,3,2023-05-03 10:20:00,2,7,7,20,2,180,0,2,8,113.53412402155456
ABC7905,0,2,2023-05-07 06:53:00,1,2023-05-07 07:53:00,6,6,6,53,6,60,0,4,10,54.78313506129791
ABC3489,0,1,2023-05-05 08:58:00,2,2023-05-05 10:58:00,4,8,8,58,4,120,0,3,1,183.34640640607722
ABC5611,1,0,2023-05-05 09:30:00,2,2023-05-05 11:30:00,4,9,9,30,4,120,1,1,1,274.90552393395546
ABC3839,1,2,2023-05-07 08:40:00,1,2023-05-07 09:40:00,6,8,8,40,6,60,1,1,1,275.592753357429
ABC9527,0,1,2023-05-04 18:09:00,4,2023-05-04 22:09:00,3,18,18,9,3,240,0,4,6,105.91303050668903
ABC6878,0,0,2023-05-03 08:44:00,4,2023-05-03 12:44:00,2,8,8,44,2,240,0,4,7,86.86316457813945
ABC7303,1,0,2023-05-05 08:19:00,4,2023-05-05 12:19:00,4,8,8,19,4,240,1,4,10,73.12660561820655
ABC1851,2,2,2023-05-05 09:59:00,2,2023-05-05 11:59:00,4,9,9,59,4,120,2,2,9,188.98278827797023
ABC2687,0,1,2023-05-06 09:04:00,6,2023-05-06 15:04:00,5,9,9,4,5,360,0,3,10,97.43926817421652
ABC7833,1,0,2023-05-01 10:07:00,1,2023-05-01 11:07:00,0,10,10,7,0,60,1,4,5,136.60988740133934
ABC3427,1,1,2023-05-04 08:19:00,2,2023-05-04 10:19:00,3,8,8,19,3,120,0,1,1,186.2113082013807
ABC5000,2,1,2023-05-07 18:40:00,3,2023-05-07 21:40:00,6,18,18,40,6,180,1,2,9,136.33848204299173
ABC6052,1,0,2023-05-05 19:18:00,2,2023-05-05 21:18:00,4,19,19,18,4,120,1,4,5,144.49037650242207
ABC3738,1,1,2023-05-02 09:02:00,3,2023-05-02 12:02:00,1,9,9,2,1,180,0,2,6,144.5686016195837
ABC6732,0,0,2023-05-03 18:53:00,2,2023-05-03 20:53:00,2,18,18,53,2,120,0,4,9,71.7248989904764
ABC6387,0,1,2023-05-05 11:13:00,2,2023-05-05 13:13:00,4,11,11,13,4,120,0,4,2,103.36585421697889
ABC9002,2,0,2023-05-06 06:07:00,3,2023-05-06 09:07:00,5,6,6,7,5,180,2,2,3,198.87428755350422
ABC6536,2,2,2023-05-03 08:44:00,4,2023-05-03 12:44:00,2,8,8,44,2,240,2,3,7,168.5609431973275
ABC4913,1,0,2023-05-05 07:50:00,2,2023-05-05 09:50:00,4,7,7,50,4,120,1,3,3,189.69009467587705
ABC2066,0,0,2023-05-05 09:51:00,1,2023-05-05 10:51:00,4,9,9,51,4,60,0,1,2,189.3090526250678
ABC8723,2,0,2023-05-06 18:13:00,4,2023-05-06 22:13:00,5,18,18,13,5,240,2,3,7,175.9933368576962
ABC5380,2,1,2023-05-03 16:28:00,2,2023-05-03 18:28:00,2,16,16,28,2,120,1,3,8,122.27320623684486
ABC5107,2,2,2023-05-03 18:25:00,1,2023-05-03 19:25:00,2,18,18,25,2,60,2,2,9,171.402747800278
ABC6726,1,1,2023-05-02 08:37:00,3,2023-05-02 11:37:00,1,8,8,37,1,180,0,2,2,144.19288735875574
ABC4373,0,1,2023-05-07 06:55:00,4,2023-05-07 10:55:00,6,6,6,55,6,240,0,1,2,131.15297491524893
ABC9945,2,0,2023-05-03 17:03:00,4,2023-05-03 21:03:00,2,17,17,3,2,240,2,4,7,144.1841414083558
ABC3082,0,1,2023-05-02 09:32:00,3,2023-05-02 12:32:00,1,9,9,32,1,180,0,2,4,168.2732752084625
ABC9967,2,0,2023-05-04 09:26:00,2,2023-05-04 11:26:00,3,9,9,26,3,120,2,2,5,240.17370802147624
ABC7748,2,2,2023-05-03 17:24:00,1,2023-05-03 18:24:00,2,17,17,24,2,60,2,2,1,330.7459912748784
ABC1417,0,1,2023-05-04 18:39:00,2,2023-05-04 20:39:00,3,18,18,39,3,120,0,3,6,121.3478558837304
ABC9306,0,1,2023-05-06 10:38:00,6,2023-05-06 16:38:00,5,10,10,38,5,360,0,2,10,105.07383293713886
ABC9808,0,1,2023-05-01 11:25:00,4,2023-05-01 15:25:00,0,11,11,25,0,240,0,1,8,104.60001133569641
ABC4974,1,0,2023-05-01 08:35:00,1,2023-05-01 09:35:00,0,8,8,35,0,60,1,1,1,278.476392119461
